id,Song-Name,Artists,Genre,Album/Movie,User-Rating
1166,Tere Bin,Atif Aslam, Sad,Bas Ek Pal,9.6
1167,Phir Mohabbat,"Arijit Singh, Mohammed Irfan, Saim Bhat", RomanticSad,Murder 2,8.3
1168,O Heeriye,Ayushman Khurana, Romance,Bewakoofiyan,9.6
1169,O Heeriye,Ayushman Khurana, Sad,Bewakoofiyaan,9.6
1170,Hummein Tummein Jo Tha,"Palak Muchhal, Papon", Sad,Raaz Reboot,9.2
1171,Dil Chura Le,"Alka Yagnik, Kumar Sanu", Romantic,Dil Ka Rishta,9
1172,Kaun Hai Jo Sapnon Mein Aaya,Mohammed Rafi, Romantic,Jhuk Gaya Aasman,9.2
1173,Mar Jaawan Mit Jaawan,"Abhijeet Sawant, Sunidhi Chauhan", Dance,Aashiq Banaya Aapne,9
1174,Mar Jaawan Mit Jaawan,"Abhijeet Sawant, Sunidhi Chauhan", Dance,Aashiq Banaya Aapne,9
1175,Jhuki Jhuki Si Nazar,Jagjit Singh, Sad,Arth,9.3
1176,Zor Ka Jhatka,"Daler Mehndi, Master Saleem, Richa Sharma", Dance,Action Replayy,9.4
1177,I Am A Disco Dancer,Bappi Lahiri, Dance,Disco Dancer,8.7
1178,Sufi Salam,Rahat Fateh Ali Khan, Romantic,Tishnagi,9.2
1179,Ishq Samundar,"Himesh Reshammiya, Kanika Kapoor", Dance,Teraa Surroor,8.9
1180,Na Na Karte Pyar,Alka Yagnik, DanceRomantic,Dhadkan,8.8
1181,Tu Rootha Dil Toota,Kishore Kumar, Sad,Yaarana,8.7
1182,Katra Katra,"Ankit Tiwari, Prakriti Kakar", Romantic,Alone,9
1183,Yaara O Yaara,"Lata Mangeshkar, Suresh Wadkar", Sad,Ram Teri Ganga Maili,8.4
1184,Let’s Celebrate,Imran Khan, Dance,Tevar,9.5
1185,Alfazon Ki Tarah (Unplugged),"Ankit Tiwari, John Abraham, Shreya Ghoshal", Sad,Rocky Handsome,9.5
1186,Jaane Dil Mein,"Lata Mangeshkar, Sonu Nigam", Romantic,Mujhse Dosti Karoge!,9.1
1187,Trippy,"Himesh Reshammiya, Neha Kakkar", Dance,Aap Se Mausiiquii,8.8
1188,Dil Jaane Na,"Mohit Chauhan, Neeti Mohan", Romantic,Dil Juunglee,8.6
1189,Da Da Dasse,"Babu Haabi, Kanika Kapoor", Dance,Udta Punjab,9.4
1190,O Re Kaharo,"Altamash Faridi, Kalpana Patowary", Sad,Begum Jaan,9.2
1191,Ramaiya Vatsavaiya,"Lata Mangeshkar, Mohammed Rafi, Mukesh", Dance,Shree 420,8.6
1192,Fashion Khatam Mujhpe,"Mamta Sharma, Shabab Sabri, Wajid", Dance,Dolly Ki Doli,9
1193,Kya Dekhte Ho Surat Tumhari,"Asha Bhosle, Mohammed Rafi", Romantic,Qurbani,8.9
1194,Kudiye Di Kurti,"Neuman Pinto, Shazneen Arethna, Shreya Ghoshal, Sonu Nigam", Dance,Ishkq In Paris,9.1
1195,Beat Juunglee,"Armaan Malik, Prakriti Kakkar", Dance,Dil Juunglee,9.6
1196,Ya Rabba,Kailash Kher, Sad,Salaam-E-Ishq,9.4
1197,Khwab Dekhe Sexy Lady,"Monali Thakur, Neeraj Shridhar", Dance,Race,9.5
1198,Ishqa,"Abhijeet Sawant, Antara Mitra", ,Dishoom,9.4
1199,Aahun Aahun,"Ashish Pandit, Jaspreet Singh, Master Saleem, Suzanne D'Mello", Dance,Love Ajkal,9.3
1200,Aahun Aahun,"Ashish Pandit, Master Saleem, Suzanne D'Mello", Dance,Love Aj Kal,9.3
1201,Dil Dance Maare,"Sukhwinder Singh, Sunidhi Chauhan, Udit Narayan", Dance,Tashan,9.1
1202,Kitni Baatein,"Hariharan, Sadhana Sargam, Shankar Ehsaan Loy", Sad,Lakshya,9.7
1203,Kitni Baatein,"Hariharan, Sadhana Sargam", Sad,Lakshay,9.7
1204,Char Baj Gaye (Party Abhi Baaki Hai),Hard Kaur, Dance,F.A.L.T.U,9.5
1205,Aa Gaya Aa Gaya,Udit Narayan, Dance,Hum Tumhare Hain Sanam,8.1
1206,Chand Sitare,Kumar Sanu, Romantic,Kaho Naa.... Pyaar Hai,9.3
1207,Bhanware Ne Khilaya Phool,"Lata Mangeshkar, Suresh Wadkar", Dance,Prem Rog,7.5
1208,O Piya O Piya,"Sadhana Sargam, Sukhwinder Singh", Romantic,Jis Desh Mein Ganga Rehta Hai,8.6
1209,Dekha Tujhe Toh,"Alka Yagnik, Kumar Sanu", Romantic,Devdas,8.6
1210,Engine Ki Seeti,"Resmi Sateesh, Sunidhi Chauhan", Dance,Khoobsurat,9.2
1211,Yeh Jawaani Hai Deewani (Mashup),"Arijit Singh, Mohit Chauhan", Dance,Yeh Jawaani Hai Deewani,9.5
1212,Main Heroine Hoon,Aditi Singh Sharma, Dance,Heroine,9.1
1213,Punjabi Mast,"Alamgir Khan, Ankit Tiwari, Arya Acharya, Himesh Reshammiya, Vineet Singh", Dance,Action Jackson,8.9
1214,Mere Hathon Mein Nau Nau,Lata Mangeshkar, Dance,Chandni,8.4
1215,Heer,"Arijit Singh, Harshdeep Kaur", Dance,Yeh Jawaani Hai Deewani,9.4
1216,Mere Bina,Nikhil Dsouza, Romantic,Crook,9.6
1217,Ishq Chupta Nahi Chupane Se,Abhijeet, Sad,Bewaffa,8.9
1218,Ishq Chupta Nahi,Abhijeet, Romantic,Bewafaa,8.9
1219,Tu Jahaan,Sonu Nigam, RomanticSad,Salaam Namaste,9.4
1220,Girls Like To Swing,Sunidhi Chauhan, Dance,Dil Dhadakne Do,9.1
1221,Tu Kamaal Di Kudi,"Mamta Sharma, Vineet Singh", Dance,Son of Sardaar,8.5
1222,Tu Kamaal Di Kudi,"Mamta Sharma, Vineet Singh", Dance,Son of Sardaar,8.5
1223,Sapne Mein,"Asha Bhosle, Suresh Wadkar", Dance,Satya,9.3
1224,Sadka,"Mahalakshmi Iyer, Suraj Jagan", ,I Hate Luv Story,9.5
1225,Dekho Dekho Jaanam,"Alka Yagnik, Udit Narayan", Dance,Ishq,9.3
1226,Chhan Ke Mohalla,"Ritu Pathak, Sunidhi Chauhan", Dance,Action Replayy,9.4
1227,Kaahe Chhed,"Kavita Krishnamurthy, Madhuri Dixit, Pandit Birju Maharaj", Dance,Devdas,9.2
1228,Aate Jaate Jo Milta Hai,"Alka Yagnik, Sonu Nigam", Dance,Har Dil Jo Pyar Karega,9.4
1229,Uff Teri Adaa I Like You,"Alyssa Mendonsa, Shankar Mahadevan", Dance,Karthik Calling Karthik,9.6
1230,Pant Mein Gun,Diljit Dosanjh, Dance,Welcome To New York,9
1231,Bachna Ae Haseeno,"Kishore Kumar, Sumit Kumar, Vishal Dadlani", Dance,Bachna Ae Haseeno,9.3
1232,Ang Se Ang Lagana,"Alka Yagnik, Devki Pandit, Sudesh Bhosle, Vinod Rathod", Dance,Darr,8
1233,Janib (Duet),"Arijit Singh, Sunidhi Chauhan", Romantic,Dilliwaali Zaalim Girlfriend,9.6
1234,Seedha Saadha,Amit Mishra, Sad,Commando 2,9.3
1235,Aaya Re,"Kunal Ganjawala, Sunidhi Chauhan", Dance,Chup Chup Ke,9
1236,Koi Fariyaad,Jagjit Singh, Sad,Tum Bin,9.4
1237,Rangreli,"Shreya Ghoshal, Wajid", Dance,Daawat e Ishq,9.4
1238,Loot Jayenge,"Jayesh Gandhi, Kunal Ganjawala", Dance,Aksar,8.9
1239,Pyar Kiya To Darna Kya,Lata Mangeshkar, Dance,Mughal-E-Azam,8.6
1240,Hum To Bhai Jaise Hain,Lata Mangeshkar, Dance,Veer Zaara,9.2
1241,Jatt Jaguar,"Apeksha Dandekar., Navraj Hans, Vishal Dadlani", Dance,Mubarakan,9.2
1242,Yaad Aa Raha Ha,Bappi Lahiri, Dance,Disco Dancer,8.5
1243,Glamorous Ankhiyaan,"Anjjan, Krishna Beura, Meet Bros", Dance,Ek Paheli Leela,8.9
1244,Kitni Mohabbat Kis Ko,"Alka Yagnik, Kumar Sanu, Udit Narayan", Romantic,Deewane,8.5
1245,Tera Mera Rishta Purana,Mustafa Zahid, Sad,Awarapan,9.1
1246,Bin Tere,"Shafqat Amanat Ali, Sunidhi Chauhan", Sad,I Hate Luv Storys,9.6
1247,Tere Dil Ka Rishta,Sonu Nigam, Romantic,Koi Aap Sa,9.2
1248,Om Mangalam,"Nindy Kaur, RDB", Dance,Kambakkht Ishq,9.5
1249,Chhupana Bhi Nahin Aata,Vinod Rathod, Romantic,Baazigar,9.2
1250,Hum Pyar Karne Wale,"Adnan Sami, Anuradha Paudwal, Udit Narayan", Romantic,Dil,7.8
1251,Khwabon Khwabon,K.K. Suchitra, Dance,Force,9.4
1252,Yeh Haseen Vadiyan Yeh Khula Aasman,"A.R. Rahman, K. S. Chithra, S.P. Balasubrahmanyam", Romantic,Roja,9.5
1253,Yeh Hawa Yeh Bata,Lata Mangeshkar, Dance,Ghazab,7.2
1254,Khulke Dulke,"Gippy Grewal, Harshdeep Kaur", Dance,Befikre,9
1255,Musu Musu,Shaan, Romantic,Pyaar Mein Kabhi Kabhi,9.6
1256,Sajh Dhaj Ke,"Mika Singh, Pankaj Kapur", Dance,Mausam,9.4
1257,Dhiktana – 2,"Lata Mangeshkar, S.P. Balasubrahmanyam, Udit Narayan", Dance,Hum Aapke Hain Koun,8.2
1258,Pinky,"Mamta Sharma, Meet Bros Anjjan", Dance,Zanjeer,9.3
1259,Mujhe Kitna Pyar Hai Tumse,"Lata Mangeshkar, Mohammed Rafi", Romantic,Dil Tera Deewana,8.8
1260,The Disco Song (Remix),"Benny Dayal, Salim Merchant, Shahid Mallaya, Sunidhu Chauhan, Udit Narayan", Dance,Student of the Year,9.5
1261,Yeh Ishq Hai Gunah,"Sukhwinder Singh, Sunidhi Chauhan", Romantic,Madhoshi,8
1262,Kabhi Shaam Dhale,Lucky Ali, Dance,Sur,9
1263,In Lamhon Ke Daaman Mein,Javed Ali, Romantic,Jodha Akbar,9.2
1264,Agar Main Kahoon,"Alka Yagnik, Udit Narayan", Romantic,Lakshay,9.6
1265,Kaddu Katega,Antara Mitra, Dance,R... Rajkumar,8.9
1266,Ishaqzaade,"Javed Ali, Shreya Ghoshal", Dance,Ishaqzaade,9.4
1267,Race 2 (Mashup),Multiple, Dance,Race 2,9.3
1268,Allah Ke Bande,Kailash Kher, Sad,Waisa Bhi Hota Hai,9.6
1269,Aisa Jadoo,Sunidhi Chauhan, Dance,Khakee,9.2
1270,Saanson Ki Mala,Kavita Krishnamurthy, Dance,Koyla,8.7
1271,Mar Jayian,"Sunidhi Chauhan, Vishal Dadlani", ,Vicky Donor,9.6
1272,Prabhu Ji,Asees Kaur, Devotional,High Jack,9.1
1273,Baby Doll (Remix),"Kanika Kapoor, Meet Bros", Dance,Ragini MMS 2,8.9
1274,Aa Tayar Hoja,Sunidhi Chauhan, Dance,Asoka,9.4
1275,Humko Pyaar Hua,"K.K., Tulsi Kumar", Romantic,Ready,9.4
1276,Jugni Peeke Tight Hai,"Divya Kumar, Kanika Kapoor, Sukriti Kakkar", Dance,Kis Kisko Pyaar Karoon,9.1
1277,Mere Rang Mein Rangne Wali,"Asad Bhopali, S.P. Balasubrahmanyam", Romantic,Maine Pyar Kiya,8.9
1278,Toh Phir Aao,Mustafa Zahid, Sad,Awarapan,9.3
1279,Ajnabi Mujhko Itna Bata,"Asha Bhosle, Jatin-Lalit, Udit Narayan", Romantic,Pyaar To Hona Hi Tha,9
1280,Dil Dhadakne Do,"Joi Barua, Shankar Mahadevan, Suraj Jagan", ,Zindagi Na Milegi Dobara,9.5
1281,Tu Mere Paas,Ankit Tiwari, Sad,Wazir,9.6
1282,Dhat Teri Ki,"Aditi Singh Sharma, Sanam Puri", Dance,Dhat Teri Ki,9.5
1283,Der Se Aana Jaldi Jaana,"Alka Yagnik, Manhar Udhas", Dance,Khal Nayak,8.1
1284,Jazba,Shilpa Rao, Dance,,9.4
1285,Is This Love – Kahin Na Laage,"Mohit Chauhan, Shreya Ghoshal", Dance,Kismat Konnection,9.6
1286,Bol Radha Bol,Mukesh, Romantic,Sangam,8.5
1287,Tu Hi Khwahish,Sunidhi Chauhan, Dance,Once Upon A Time In Mumbaai Dobara,9.3
1288,Chak De India,"Marianne D'Cruz, Salim Merchant, Sukhwinder Singh", Dance,Chak De India,9.4
1289,Ruk Ja O Dil Deewane,Udit Narayan, Romantic,Dilwale Dulhania Le Jayenge,9.3
1290,Nanga Punga Dost,Shreya Ghoshal, Dance,PK,8.8
1291,Tanhayee,Sonu Nigam, Sad,Dil Chahta Hai,9.3
1292,Beat It Bijuriya,"Asees Kaur, Renesa Baadchi", Dance,Munna Michael,8.8
1293,Tum Saath Ho Jab Apne,"Asha Bhosle, Kishore Kumar", Dance,Kaalia,9
1294,Most Wanted Munda,"Earl Edgar, Meet Bros", Dance,Ki & Ka,9.3
1295,Mehram,Arijit Singh, Dance,Kahaani 2,9.1
1296,Naina,Rahat Fateh Ali Khan, Sad,Omkara,9.2
1297,Sab Kuchh Bhula Diya,"Sapna Awasthi, Sonu Nigam", Sad,Hum Tumhare Hain Sanam,8.7
1298,Ungli Pe Nachalein,"Dev Negi, Shipra Goyal", Dance,Ungli,9.3
1299,Do Me A Favour Let’s Play Holi,"Anu Malik, Sunidhi Chauhan", Dance,Waqt- The Race Against Time,8.7
1300,Aise Na Mujhe Tum Dekho,Kishore Kumar, Romantic,Darling Darling,9.3
1301,Kahin Door Jab Din Dhal Jaye,Mukesh, Romantic,Anand,9.4
1302,Gilehriyaan,Jonita Gandhi, ,Dangal,9.5
1303,Tanha Tanha Yahan Pe Jeena,Asha Bhosle, Dance,Rangeela,9
1304,Khwahishein,Shreya Ghoshal, Romantic,Heroine,9.7
1305,Zindagi Kaisi Hai Paheli,Manna Dey, Dance,Anand,9.3
1306,Sachi Muchi,"Harshdeep Kaur, Mohit Chauhan", Dance,Sultan,8.7
1307,Saawli Saloni Teri,"Alka Yagnik, Kumar Sanu", Romantic,Hum Sub Chor Hain,8.7
1308,Soniye,"K.K., Sunidhi Chauhan", Romantic,Aksar,9.3
1309,Koi Yeh Kaise Bataye,Jagjit Singh, Sad,Arth,9.4
1310,Dekho Nashe Mein,"K.K., Shaan, Sunidhi Chauhan", Dance,Race,9.3
1311,Mein Sharabi,Yo Yo Honey Singh, Dance,Cocktail,9.3
1312,Ho Sarkay Leo Khattiya Jada Lage,"Kumar Sanu, Poornima", Romantic,Raja Babu,8
1313,Nadiya Chale Chale Re Dhara,Manna Dey, Dance,Safar,8.6
1314,Khatam Kahani,"Jyoti Nooran, Sultana Nooran, Vishal Mishra", ,Qarib Qarib Single,8.8
1315,Jiya Jale,"Lata Mangeshkar, M.G. Sreekumar", Dance,Dil Se,9.4
1316,Manva Likes To Fly,Shalmali Kholgade, Dance,Tumhari Sulu,8.8
1317,Aashayein,"KK, Salim Merchant", Motivational,Iqbal,9.5
1318,Aur Kya,Abhijeet, DanceRomance,,9.5
1319,Aisa Kyoon Hota Hai,Alka Yagnik, Romantic,Ishq Vishk,9.3
1320,Aaja Shaam Hone Aayi,"Lata Mangeshkar, S.P. Balasubrahmanyam", Dance,Maine Pyar Kiya,8.7
1321,Cocktail Mashup,Multiple, Dance,Cocktail,9.5
1322,Teri Mehfil Mein Kismat Azmakar,"Lata Mangeshkar, Shamshad Begum.", Dance,Mughal-E-Azam,8.9
1323,Pandey Jee Seeti,"Mamta Sharma, Shreya Ghoshal, Wajid", Dance,Dabangg 2,8.7
1324,Ye Jawaani Teri,"Jonita Gandhi, Nakash Aziz", Dance,Meri Pyaari Bindu,9.4
1325,Ghar Aaja Pardesi,, Dance,Dilwale Dulhania Le Jayenge,8.5
1326,Kitaben Bahut Si,"Asha Bhosle, Vinod Rathod", Dance,Baazigar,8.8
1327,Jahan Teri Yeh Nazar Hai,Kishore Kumar, Dance,Kaalia,9.3
1328,Namak Paare,"Anupam Amod, Mamta Sharma", Dance,Raja Natwarlal,9.3
1329,Nazdeekiyan,"Neeti Mohan, Nikhil Paul George", Romantic,Shaandaar,9.6
1330,Jhumritalaiyya,"Arijit Singh, Mohan Kanan", Dance,Jagga Jasoos,9.3
1331,Pyar Dilon Ka Mela Hai,"Alka Yagnik, Sonu Nigam", DanceRomantic,Dulhan Hum Le Jaayenge,9.1
1332,Aap Ki Ankhon Mein Kuch,"Kishore Kumar, Lata Mangeshkar", Romantic,Ghar,9.2
1333,Haawa Haawa,Mohit Chauhan, Dance,Rockstar,9.5
1334,Baatein Ye Kabhi Na (Female),Palak Muchhal, Romantic,Khamoshiyan,9.5
1335,Lakh Lakh,Neeraj Shridhar, Dance,Kambakkht Ishq,9.1
1336,Yari Hai Imaan Mera,Manna Dey, Dance,Zanjeer,8.6
1337,O Mere Sanam,"Lata Mangeshkar, Mukesh", Sad,Sangam,8.3
1338,Daag,Sukhwinder Singh, Sad,Bhoomi,9.5
1339,Koi Kahe Kehta Rahe,"K.K., Shaan, Shankar Mahadevan", Dance,Dil Chahta Hai,9.4
1340,Mere Khayalon Ki Malika,Abhijeet, Romance,Josh,9.4
1341,Krazzy 4,Vishal Dadlani, Dance,Krazzy 4,9.3
1342,Sun Zara,Adnan Sami, Romantic,Lucky,9.4
1343,Zinda Rehti Hain Mohabbatein,"Lata Mangeshkar, Udit Narayan", Sad,Mohabbatein,9.5
1344,Titliyan,Sunidhi Chauhan, Dance,Rocky Handsome,9.3
1345,Jeete Hain Chal,Kavita Seth, Sad,Neerja,9.6
1346,Hum Tum,"Alka Yagnik, Babul Supriyo", Romantic,Hum Tum,9.4
1347,Yun Hi Chala Chal,"Hariharan, Kailash Kher, Udit Narayan", Dance,Swades,9.4
1348,Dooriyan,Mohit Chauhan, Sad,Love Aj Kal,9.4
1349,Yeh Hum Aa Gaye Hain Kahaan,"Lata Mangeshkar, Udit Narayan", Romantic,Veer Zaara,9.4
1350,Yaar Na Miley (Remix),"Jasmine Sandlas, Yo Yo Honey Singh", Dance,Kick,9
1351,Yaar Naa Miley (Remix),"Jasmine Sandlas, Yo Yo Honey Singh", Dance,Kick,9
1352,Joganiyan,Shruti Haasan, Romantic,Tevar,9.6
1353,Huzur Is Kadar,"Bhupinder Singh, Suresh Wadkar", Dance,Masoom,9.4
1354,Aye Zindagi Gale Lagaa Le,Suresh Wadkar, Romantic,Sadma,9.2
1355,Surmayee Ankhiyon Mein,"Ilaiyaraaja, K.J. Yesudas", Romantic,Sadma,9.2
1356,Meri Ada Bhi,"Rahat Fateh Ali Khan, Tulsi Kumar", DanceRomantic,Ready,9.3
1357,Waada Raha Sanam,"Abhijeet, Alka Yagnik", DanceRomantic,Khiladi,9.3
1358,Tumse Hi Tumse,"Caralisa Monteiro, Shekhar Ravjiani", Romantic,Anjaana Anjaani,9.6
1359,"Gori Ka Sajan, Sajan Ki Gori","Mohammad Aziz, S. Janaki", Dance,Aakhree Raasta,8.6
1360,Falak Dekhun,Sonu Nigam, Dance,Garam Masala,9.2
1361,Shikdum,"Shaan, Shreya Ghoshal", DanceRomantic,Dhoom,9.2
1362,Bezubaan,K.K., Romantic,Laali Ki Shaadi Mein Laaddoo Deewana,8.5
1363,Mere Bina Tu (Duet Version),"Harshdeep Kaur, Pritam", Sad,Phata Poster Nikhla Hero,9.4
1364,Alisha,"Anushka Manchanda, Salim Merchant", Dance,Pyaar Impossible,9.4
1365,Aaj Kal Yaad Kuch Aur Rehta Nahin,Mohammad Aziz, Romantic,Nagina,8.2
1366,Dil Kho Gaya,"Anuradha Paudwal, Udit Narayan", Romantic,Dil,8.4
1367,Sun Soniye,"Antara Mitra, Mohammed Irfan", Romantic,Ajab Gazabb Love,9.5
1368,Baadal,Sunidhi Chauhan, Sad,Akira,9.5
1369,Ae Mere Humsafar,"Alka Yagnik, Vinod Rathod", Romantic,Baazigar,8.9
1370,Idhar Chala Mein Udhar Chala,"Alka Yagnik, Udit Narayan", Dance,Koi Mil Gaya,9.2
1371,Kise Dhoondta Hai Pagal Sapare,Anuradha Paudwal, Dance,Nigahen,7.2
1372,Mere Dushman Mere Bhai,Hariharan, Sad,Border,9.2
1373,Aye Meri Zohra Jabeen,Manna Dey, Dance,Waqt,9
1374,Aye Dil Laaya Hai Bahaar,"Hariharan, Kavita Krishnamurthy", Dance,Kya Kehna,9.4
1375,Bad Baby,"Badshah, Gippy Grewal", Dance,Second Hand Husband,8.7
1376,Dil Kyun Yeh Mera,K.K., Romantic,Kites,9.5
1377,Tum Se Milke,"Asha Bhosle, Suresh Wadkar", Romantic,Parinda,9.4
1378,Dhup Chik,"Badshah, Raftaar", Dance,Fugly,9.3
1379,Aadha Ishq,"Natalie Di Luccio, Shreya Ghoshal", Romantic,Band Baaja Baaraat,9.6
1380,Pink Lips (Remix),Khushboo Grewal, Dance,Hate Story 2,9
1381,Paathshaala,"Blaaze, Mohammed Aslam, Naresh Iyer", Dance,Rang De Basanti,9.6
1382,Ala Barfi,Mohit Chauhan, Dance,Barfi,9.6
1383,Kudi Tu Butter,Yo Yo Honey Singh, Dance,Bajatey Raho,9.4
1384,Churiyan Kanak Gayee,"Ila Arun, Lata Mangeshkar, Moinuddin Manchala", Dance,Lamhe,8.9
1385,Kapoor & Sons (Mashup),Multiple, Dance,Kapoor & Sons,9.4
1386,Mujhse Dosti Karoge,"Alka Yagnik, Asha Bhosle, Udit Narayan", Romantic,Mujhse Dosti Karoge!,9.1
1387,Hum To Dil Se Haare,"Alka Yagnik, Udit Narayan", Sad,Josh,9.1
1388,Soniye,K.K., Romantic,Heartless,9.7
1389,Albela Sajan,"Kavita Krishnamurthy, Shankar Mahadevan, Ustad Sultan Khan", Dance,Hum Dil De Chuke Sanam,9.2
1390,Ehsan Tera Hoga Mujh Par,Mohammed Rafi, Romantic,Junglee,9.6
1391,Rola Pe Gaya,"Earl D'Souza, Hard Kaur, Mahadevan, Mahalakshmi Iyer, Master Saleem, Shankar", Dance,Patiala House,9.3
1392,Bande Mein Tha Dum… Vande Mataram,"Pranab Biswas, Shreya Ghoshal, Sonu Nigam", Dance,Lage Raho Munna Bhai,9.4
1393,Jawani Janeman,Asha Bhosle, Dance,Namak Halaal,9.1
1394,Yahi Hota Pyaar,"Himesh Reshammiya, Sunidhi Chauhan", Sad,Namastey London,9.3
1395,Jawani Janeman,Asha Bhosle, Dance,Namak Halaal,9.1
1396,Aa Aa E Ooh Ooh Ooh Mera Dil Na Todo,Abhijeet, Dance,Raja Babu,8.9
1397,Main To Raste Se Ja Raha Tha,"Alka Yagnik, Kumar Sanu", Romantic,Coolie No. 1,9
1398,Awaarapan Banjarapan,M. M. Keeravani, Dance,Jism,9.4
1399,Yeh Raat Aur Yeh Doori,"Asha Bhosle, S.P. Balasubrahmanyam", Dance,Andaz Apna Apna,9.3
1400,Mere Dil Jigar Se Guzree Hai,"Alka Yagnik, Kumar Sanu", Dance,Soldier,8.5
1401,Yeh Dil Jo Hai Badmaash Hai,"Mohit Chauhan, Monali Thakur, Shreya Ghoshal", Dance,Phir Se,9.4
1402,Saawali Si Raat,Arijit Singh, Romantic,Barfi,9.8
1403,Aaankhein Milayenge Darr Se,"K. Mohan, Neha Bhasin", Dance,Neerja,9.6
1404,Ishq Vishq,"Kamaal khan, Sunidhi Chauhan, Suzanne D'Mello", Romantic,Wanted,9.2
1405,Hoshwalon Ko Khabar Kya,Jagjit Singh, Sad,Sarfarosh,9.4
1406,Ghoomar,"K.K., Sunidhi Chauhan", Dance,Chup Chup Ke,9
1407,Dil Mere,Kumar Sanu, Dance,Sooryavansham,9
1408,Mujhe Haq Hai,"Shreya Ghoshal, Udit Narayan", Romantic,Vivah,9
1409,Musafir,Tushar Joshi, Romantic,Jagga Jasoos,9.5
1410,Chalak Chalak,"Shreya Ghoshal, Udit Narayan, Vinod Rathod", Dance,Devdas,9.4
1411,Subah Subah,"Shekhar Ravjiani, Vishal Dadlani, Zubeen Garg", Dance,I See You,9.5
1412,Pyar Kar,"Lata Mangeshkar, Udit Narayan", Romantic,Dil To Pagal Hai,9.3
1413,O Jaana Na Jaana,"Kumar Sanu, Lata Mangeshkar", Romantic,Jab Pyar Kisisi Se Hota Hai,9.3
1414,Mhare Hiwra Main Nache Mor,"Alka Yagnik, Anuradha Paudwal, Hariharan, Kavita Krishnamurthy, Kumar Sanu, Udit Narayan", Dance,Hum Saath-Saath Hain,8.6
1415,Raitaa Phail Gayaa,Divya Kumar, Dance,Shaandaar,9.2
1416,Tere Bina,Rahat Fateh Ali Khan, Romantic,Tezz,9.2
1417,Sava Dollar (Lavni),Sunidhi Chauhan, Dance,Aiyyaa,9.1
1418,Baba Meri Yeh Jawani,Falguni Pathak, Dance,Ghaath,8.6
1419,Deewana Main Chala,Udit Narayan, Dance,Pyaar Kiya To Darna Kya,9.2
1420,Zindagi Ki Yahi Reet Hai,Kishore Kumar, Dance,Mr. India,9.1
1421,Chak De,"Sadhana Sargam, Sonu Nigam", Dance,Hum Tum,9.3
1422,Sirf Tum,"Anuradha Paudwal, Hariharan", Dance,Sirf Tum,8.6
1423,Chhaliya,"Piyush Mishra, Sunidhi Chauhan", ,Tashan,9.4
1424,Dum Dum Diga Diga,Mukesh, Dance,Chhalia,9.2
1425,Aankhon Ne Tumhari,"Alka Yagnik, Kumar Sanu", Romantic,Ishq Vishk,9.3
1426,Janam Janam,Atif Aslam, ,Phata Poster Nikhla Hero,9.6
1427,Tanha Tanha,"Aditi Paul, Jubin Nautiyal", Romantic,Dil Jo Na Keh Saka,9
1428,Heer,"Mahalakshmi, Mika Singh", Romantic,Baa Baaa Black Sheep,8
1429,Wat Wat Wat,"Arijit Singh, Shashwat Singh", Dance,Tamasha,9.5
1430,Tanha Tanha Ghum Ke Dhunde Dil,"Aditi Paul, Jubin Nautiyal", Romantic,Dil Jo Na Keh Saka,9
1431,Pyar Ki Raahen,Shaan, Sad,Bewafaa,9.4
1432,Aap Ki Khatir,Himesh Reshammiya, Romantic,Aap Ki Khatir,9.3
1433,Saat Rang Mein Khel Rahi Hain,"Amit Kumar, Anuradha Paudwal", Dance,Aakhir Kyon,7.8
1434,Jaadoo Jaadoo,"Adnan Sami, Alka Yagnik", Dance,Koi Mil Gaya,8.2
1435,Yaadon Mein,"Cuca Roseta, Jonita Gandhi, Mohammed Irfan", Sad,Jab Harry Met Sejal,9.6
1436,Dil Deewana Bin Sajna Ke,S.P. Balasubrahmanyam, Dance,Maine Pyar Kiya,9
1437,Chori Chori Chupke Chupke,"Alka Yagnik, Babul Supriyo", Dance,Chori Chori Chupke Chupke,8.8
1438,Behene De,"Karthik, Mohammed Irfan", Dance,Raavan,9.3
1439,O Re Kanchi,"Alka Yagnik, Shaan", Dance,Asoka,9.4
1440,Rasiya,Shruti Pathak, Sensual,Kurbaan,8.5
1441,Meri Zindagi Ek Pyaas,"Jaspinder Narula, Shankar Mahadevan", Sad,Judaai,8.6
1442,Tum Jo Aaye,Rahat Fateh Ali Khan, Romantic,Once Upon A Time In Mumbai,9.4
1443,Laal Ishq,Arijit Singh, Sad,Goliyon Ki Rasleela Ram-leela,9.5
1444,Tujhe Jeevan Ki Dor Se,"Lata Mangeshkar, Mohammed Rafi", Romantic,Asli Naqli,9
1445,Aao Bachho Tumhe Dikhaye,Kavi Pradeep, Patriotic,Jagriti,9.3
1446,Mujhse Mohabbat Ka,"Alka Yagnik, Kumar Sanu", Romantic,Hum Hain Rahi Pyaar Ke,8.8
1447,Mujhe Pyaar Hua,"Abhijeet, Alka Yagnik", Dance,Judaai,7.7
1448,Satarangi Re,"Kavita Krishnamurthy, Sonu Nigam", Dance,Dil Se,9.4
1449,Mann Ki Lagan,Rahat Fateh Ali Khan, Sad,Paap,9.2
1450,Dil Na Jaane Kyun,"Anushka Manchanda, Atif Aslam", Dance,Jayantabhai Ki Luv Story,9.5
